"","OBJECTID","HUC12","HUC_STATE_NAME","HUC_STATE_ABBR","HUC_Region","HUC_RESERVE","Core_Edge_ratio","Perc_IC","Perc_Natural","Perc_Ag","Erodibility_Factor","MEAN_Marsh_Tidal_Range","Perc_Hardened_Shoreline","Shoreline_Sinuosity","Wetland_Connectedness","Pct_MUC_below_MHHW","Pct_MUC_below_MTL","UnvegVegEdge_ratio","AVG_migration_ratio","Acres","Shape_Length","Shape_Area","Core_Edge_ratio_Quantile","Perc_IC_Quantile","Perc_Natural_Quantile","Perc_Ag_Quantile","Erodibility_Factor_Quantile","MEAN_Marsh_Tidal_Range_Quantile","Perc_Hardened_Shoreline_Quantile","Shoreline_Sinuosity_Quantile","Wetland_Connectedness_Quantile","Pct_MUC_below_MHHW_Quantile","Pct_MUC_below_MTL_Quantile","UnvegVegEdge_ratio_Quantile","AVG_migration_ratio_Quantile","QuantileScoreSum","CurrentConditionSum","VulnerabilitySum","AdaptiveCapacitySum","CurrentConditionSum_Quantile","VulnerabilitySum_Quantile","AdaptiveCapacitySum_Quantile","QuantileScoreSum_Quantile","ConditionCategory","VulnerabilityCategory","AdaptiveCapacityCategory","ManagementCategory"
"321",321,20302020604,"New York","NY","Mid-Atlantic","",0.2791041,19.9245892,32.091301,4.6654987,0.182604651,0.957441476,26.37490725,-0.820789603,16.32653061,0.395895399,0.297914598,6.27530123,0.098117391,28004.86519,45502.06353,113331668.6,5,-9,1,-7,-4,6,-9,2,3,-5,-8,-9,3,-32,-19,-11,-2,1,-5,1,1,"Low","Low","Low","Low-Low-Low"
"322",322,20302020605,"New York","NY","Mid-Atlantic","",0.2470699,16.3853912,16.9541569,24.8018646,0.18066586,1.041168965,12.37739121,-0.764477931,20.58823529,0.254511278,0.166165414,4.215158553,0.086186383,23990.70615,46591.48253,97086943.27,4,-9,1,-9,-4,6,-7,2,4,-4,-6,-8,3,-28,-21,-8,2,1,-3,1,1,"Low","Low","Low","Low-Low-Low"
"323",323,20302020606,"New York","NY","Mid-Atlantic","",0.2423453,6.8416371,33.173317,38.1724892,0.197329932,1.019807,5.218091883,-0.721608695,32.23140496,0.217094913,0.080230729,1.537190164,0.22268637,40079.46059,60871.20935,162195822.5,4,-7,1,-10,-5,6,-6,3,5,-3,-3,-4,5,-12,-16,-5,9,1,-2,4,4,"Low","Low","Low","Low-Low-Low"
"324",324,20302020701,"New York","NY","Mid-Atlantic","",0.4114029,12.6275473,58.2739334,4.7513862,0.145577746,0.871440207,14.85692285,-0.712721178,25.61576355,0.552464617,0.432894095,2.27657883,0.174048302,30238.46657,55722.28509,122370732.7,5,-8,3,-7,-3,6,-7,3,4,-7,-9,-6,4,-22,-13,-13,4,3,-7,2,2,"Low","High","Low","Low-High-Low"
"325",325,20302020702,"New York","NY","Mid-Atlantic","",0.3425609,15.9308968,39.0453529,18.2643471,0.172020202,0.913263917,27.37040161,-0.778120288,33.2103321,0.572053931,0.451759762,3.351283927,0.248728795,26501.1654,65217.12743,107246411.4,5,-9,2,-9,-4,6,-9,2,5,-7,-9,-8,5,-30,-19,-14,4,1,-7,2,1,"Low","High","Low","Low-High-Low"
"326",326,20302020703,"New York","NY","Mid-Atlantic","",0.1313876,10.1525536,64.2248917,3.6343513,0.173527132,0.919877048,20.70828777,-0.753801883,23.1884058,0.594980315,0.499015748,4.252082138,0.182924193,25499.21444,58529.42859,103191659.7,4,-8,4,-6,-4,6,-8,3,4,-7,-9,-8,4,-25,-14,-14,3,2,-7,2,1,"Low","High","Low","Low-High-Low"
"327",327,20302020704,"New York","NY","Mid-Atlantic","",0.3788803,13.9646721,62.9184494,4.2263026,0.165986395,0.841400387,7.119363284,-0.694506361,54.90196078,0.257129923,0.176550475,1.768761653,0.291877648,45268.86623,71597.72896,183196602,5,-9,4,-7,-4,5,-6,4,8,-4,-6,-5,6,-6,-12,-9,15,3,-4,6,5,"Low","Low","High","Low-Low-High"
"328",328,20302020801,"New York","NY","Mid-Atlantic","",0.2205197,0,82.9086838,17.0913162,0.176692308,0.816563719,0,-0.95410279,37.93103448,0.129720854,0.123152709,5.028815111,0.208247504,37024.65258,60394.41728,149833453.1,4,-1,7,-9,-4,5,-1,1,5,-2,-5,-8,5,2,-7,-6,14,5,-2,6,7,"Low","Low","High","Low-Low-High"
"329",329,20302020802,"New York","NY","Mid-Atlantic","",0.1075382,12.6760159,69.3327866,1.5079858,0.274329775,0.768900276,19.19348524,-0.871943403,36.77419355,0.27986673,0.224654926,2.226190283,0.236347299,98896.06439,80356.57964,400218173.3,3,-8,5,-5,-8,5,-8,1,5,-4,-7,-6,5,-21,-11,-14,4,3,-7,2,2,"Low","High","Low","Low-High-Low"
"330",330,20302020803,"New York","NY","Mid-Atlantic","",0.2186625,2.4210193,95.157486,0,0.132784091,0.935790523,7.880722111,-0.769790285,27.86885246,0.382142857,0.269642857,2.124733771,0.443500141,60269.87023,89146.77674,243903511.4,4,-5,9,-1,-3,6,-6,2,4,-5,-8,-6,7,2,1,-10,11,8,-5,5,7,"High","Low","Low","High-Low-Low"
"331",331,20401050911,"Pennsylvania","PA","Mid-Atlantic","",0,37.2822151,17.6007862,0,0.349357045,2.675027439,10.81326853,-0.453051276,0,0.5,0.5,1000,1,15442.84981,42369.92741,62494995.93,1,-10,1,-1,-10,9,-7,7,1,-6,-9,-10,8,-22,-19,-16,14,1,-8,6,2,"Low","High","High","Low-High-High"
"332",332,20402010403,"Pennsylvania","PA","Mid-Atlantic","",0,0,100,0,0.250776256,2.523633196,52.07384335,-0.511794787,0,0.153846154,0.038461538,5.368467447,0.410670145,7048.290365,29891.55989,28523419.13,1,-1,10,-1,-7,9,-10,6,1,-3,-2,-9,7,3,0,-3,6,8,-1,3,7,"High","Low","Low","High-Low-Low"
"333",333,20402010404,"Pennsylvania","PA","Mid-Atlantic","",0.0209842,10.8700342,72.7902985,3.4570925,0.213656307,2.564653754,15.32686971,-0.78689389,46.59090909,0.427104723,0.176591376,2.752338524,1.307394742,16914.25393,45730.63502,68449557.13,2,-8,5,-6,-5,9,-8,2,6,-6,-6,-7,9,-8,-14,-8,14,2,-3,6,4,"Low","Low","High","Low-Low-High"
"334",334,20402010407,"Pennsylvania","PA","Mid-Atlantic","",0,6.4822974,79.9637299,4.1476951,0.162617188,2.383533345,49.22156618,-0.835425911,50,0.658333333,0.35,4.279819751,1.304961591,16474.5493,60123.67983,66670135.62,1,-7,6,-7,-4,9,-10,2,7,-8,-9,-8,9,-15,-15,-12,12,2,-6,5,3,"Low","High","Low","Low-High-Low"
"335",335,20402020104,"New Jersey","NJ","Mid-Atlantic","",0,0,95.7983398,4.2016578,0.1764,2.296529858,0,0,71.42857143,1,0.333333333,5.750001438,4.238737923,14794.67548,54132.65342,59871927.5,1,-1,9,-7,-4,9,-1,10,9,-10,-8,-9,10,18,-7,-13,38,5,-7,10,9,"Low","High","High","Low-High-High"
"336",336,20402020202,"New Jersey","NJ","Mid-Atlantic","",0.0384615,13.6170483,24.1865921,0,0.099381238,1.982948776,0,0,0,0,0,2.250000225,0,30085.18399,62275.24141,121750420.1,3,-8,1,-1,-2,8,-1,10,1,-1,-1,-6,1,4,-11,4,12,3,-1,5,7,"Low","Low","Low","Low-Low-Low"
"337",337,20402020204,"New Jersey","NJ","Mid-Atlantic","",0,6.0043087,82.7406845,1.297693,0.172564802,2.32914971,0,0,53.84615385,0.945454545,0.363636364,10,2.602131322,36678.18757,84661.7512,148431358.9,1,-7,6,-5,-4,9,-1,10,7,-10,-9,-9,9,6,-14,-14,34,2,-7,10,8,"Low","High","High","Low-High-High"
"338",338,20402020302,"New Jersey","NJ","Mid-Atlantic","",0,3.4214005,80.9885941,7.9847908,0.172546296,2.246379943,17.13835684,-0.639757789,73.17073171,0.905660377,0.311320755,2.419355034,1.488005428,20806.94349,57156.27294,84202712.88,1,-6,6,-8,-4,9,-8,4,9,-10,-8,-6,9,-7,-13,-13,19,3,-7,8,5,"Low","High","High","Low-High-High"
"339",339,20402020304,"Pennsylvania","PA","Mid-Atlantic","",0,0,63.8680611,36.1319389,0.336518405,2.20592308,7.665717575,-0.724558382,0,0,0,0.411402819,0.614770023,18272.43034,47344.24597,73945902.09,1,-1,4,-10,-10,9,-6,3,1,-1,-1,-1,7,-1,-7,-3,9,5,-1,4,6,"Low","Low","Low","Low-Low-Low"
"340",340,20402020305,"New Jersey","NJ","Mid-Atlantic","",0,21.6638222,55.3345566,1.7264885,0.150965517,2.237331907,60.91440714,-0.763537463,35.29411765,0.462962963,0.148148148,16.69627473,0.891235164,9831.482964,51020.67159,39786599.97,1,-9,3,-6,-3,9,-10,2,5,-6,-5,-10,8,-18,-21,-5,8,1,-2,3,2,"Low","Low","Low","Low-Low-Low"
"341",341,20402020401,"New Jersey","NJ","Mid-Atlantic","",0,12.6796331,59.5708618,2.9029679,0.171870079,2.131999969,18.02536887,-0.699158744,50,0.736,0.232,3.46428564,1.276531684,22666.35038,58298.58955,91727465.61,1,-8,4,-6,-4,9,-8,3,7,-9,-7,-8,9,-12,-17,-11,16,1,-5,7,4,"Low","Low","High","Low-Low-High"
"342",342,20402020403,"Pennsylvania","PA","Mid-Atlantic","",0,8.1516018,66.6174622,7.4476504,0.171318681,2.153785291,52.77887017,-0.762782747,34.48275862,0.52173913,0.095652174,2.111550243,0.827564247,16980.51746,61256.64933,68717716.13,1,-7,4,-8,-4,9,-10,3,5,-7,-4,-6,8,-13,-16,-6,9,1,-2,4,3,"Low","Low","Low","Low-Low-Low"
"343",343,20402020404,"New Jersey","NJ","Mid-Atlantic","",0,25.6610031,37.0669174,0.1765091,0.163333333,2.073313734,48.65798444,-0.900353817,-16.66666667,0.450980392,0.274509804,7.500001875,0.628516527,26030.17281,59841.18066,105340372,1,-10,2,-4,-4,8,-10,1,1,-6,-8,-9,8,-27,-20,-10,3,1,-5,2,1,"Low","Low","Low","Low-Low-Low"
"344",344,20402020405,"Pennsylvania","PA","Mid-Atlantic","",0.0229508,30.7331905,28.3400803,1.104159,0.083333333,2.022915466,72.39559097,-0.769548721,21.15384615,0.663461538,0.391025641,2.3516486,0.501389416,29156.51098,62517.90779,117992213.7,2,-10,1,-5,-2,8,-10,2,4,-8,-9,-6,7,-24,-18,-11,5,1,-5,2,1,"Low","Low","Low","Low-Low-Low"
"345",345,20402020501,"New Jersey","NJ","Mid-Atlantic","",0,5.1937261,77.7394104,3.4030299,0.187810219,1.970999956,0,0,66.66666667,0.888888889,0.555555556,2.305362296,1.096720685,12473.98542,43635.21897,50480428.01,1,-7,6,-6,-4,8,-1,10,9,-10,-10,-6,8,6,-12,-16,34,3,-8,10,8,"Low","High","High","Low-High-High"
"346",346,20402020502,"New Jersey","NJ","Mid-Atlantic","",0,0.0386571,88.5402756,11.048913,0.189410151,1.970999956,0,0,66.66666667,0.944444444,0.361111111,6.062711475,1.136892765,16525.03247,42488.46632,66874433.78,1,-2,7,-8,-5,8,-1,10,9,-10,-9,-9,9,8,-11,-16,36,3,-8,10,8,"Low","High","High","Low-High-High"
"347",347,20402020503,"New Jersey","NJ","Mid-Atlantic","",0,14.0788794,65.5065079,2.4859719,0.193865248,1.971035388,17.04853584,-0.494099085,50,0.894736842,0.447368421,2.788517443,1.023680772,11934.93368,39320.11246,48298963,1,-9,4,-6,-5,8,-8,6,7,-10,-9,-7,8,-16,-17,-16,17,1,-8,7,3,"Low","High","High","Low-High-High"
"348",348,20402020505,"Pennsylvania","PA","Mid-Atlantic","",0,2.1735849,90.56604,0,0.376060192,1.871000051,4.669712678,-0.612926961,0,0.952380952,0.666666667,1000,4.262049656,34552.16083,76987.11102,139827634,1,-5,8,-1,-10,8,-6,5,1,-10,-10,-10,10,-12,-7,-22,17,5,-10,7,4,"Low","High","High","Low-High-High"
"349",349,20402020506,"New Jersey","NJ","Mid-Atlantic","",0.0047029,18.4078159,55.8661537,9.1774883,0.180168,1.903893641,11.24926951,-0.681486749,57.77777778,0.331775701,0.144859813,0.684858893,1.745317085,32127.49178,64733.76947,130015346.4,2,-9,3,-8,-4,8,-7,4,8,-5,-5,-2,9,0,-14,-6,20,2,-2,8,6,"Low","Low","High","Low-Low-High"
"350",350,20402020507,"New Jersey","NJ","Mid-Atlantic","",0.082436,12.4266157,58.3679848,9.8873758,0.163195266,1.897955268,43.76197549,-0.675987105,41.35802469,0.667250438,0.30385289,2.26944586,0.639291415,24920.89646,64343.68581,100851289.9,3,-8,3,-8,-4,8,-10,4,6,-8,-8,-6,8,-17,-16,-12,11,1,-6,5,3,"Low","High","Low","Low-High-Low"
"351",351,20402020606,"New Jersey","NJ","Mid-Atlantic","",1.8245808,11.7806568,62.7837868,5.3893857,0.177446602,1.854953184,5.770828061,-0.362135584,55.66037736,0.25308642,0.075373619,2.622870328,0.240184031,29214.51668,68315.93757,118226954.4,9,-8,4,-7,-4,8,-6,8,8,-4,-3,-7,5,5,-9,-3,17,4,-1,7,7,"Low","Low","High","Low-Low-High"
"352",352,20402020607,"New Jersey","NJ","Mid-Atlantic","",1.607934,5.7107658,76.0189667,10.4827089,0.230697051,1.858501957,30.85574986,-0.448291312,47.90419162,0.121835142,0.07938321,1.829456928,0.50962779,32382.70495,84082.26443,131048157.5,9,-7,5,-8,-6,8,-9,7,7,-2,-3,-5,7,6,-6,-3,14,6,-1,6,8,"High","Low","High","High-Low-High"
"353",353,20402020608,"New Jersey","NJ","Mid-Atlantic","",1.3804051,7.5975995,53.0763474,28.5137196,0.23801648,1.846525239,20.2683802,-0.745731502,67.04545455,0.590785038,0.100497672,0.762843655,0.169534914,39401.76253,104034.9906,159453275.8,8,-7,3,-10,-7,8,-8,3,9,-7,-4,-2,4,-10,-8,-10,8,5,-5,3,4,"Low","Low","Low","Low-Low-Low"
"354",354,20402031008,"Pennsylvania","PA","Mid-Atlantic","",0.0322581,22.126585,35.245903,3.8251367,0.259251337,1.929999948,96.97733978,-0.667577049,0,0.71875,0.5,2.444444499,0.724099755,21171.69197,56165.99146,85678797.64,2,-9,2,-7,-8,8,-10,4,1,-8,-9,-7,8,-30,-19,-17,6,1,-8,3,1,"Low","High","Low","Low-High-Low"
"355",355,20402050308,"Delaware","DE","Mid-Atlantic","",0.8236622,8.0558386,78.2005692,0.2632127,0.33437788,1.799000025,2.172107644,-0.654207085,75,0.694842407,0.148997135,0.653719576,0.283973901,17665.01543,55424.17532,71487781.13,7,-7,6,-4,-10,8,-4,4,10,-8,-5,-2,6,5,0,-15,20,8,-8,8,7,"High","High","High","High-High-High"
"356",356,20402050403,"Delaware","DE","Mid-Atlantic","",0.0148541,18.2310905,60.6622505,0,0.300615385,1.808969627,59.3356426,-0.81513,41.66666667,0.126760563,0.070422535,1.744290197,0.192783536,7246.805037,31023.96498,29326779.5,2,-9,4,-1,-9,8,-10,2,6,-2,-3,-5,5,-12,-9,-6,3,4,-2,2,4,"Low","Low","Low","Low-Low-Low"
"357",357,20402050503,"Delaware","DE","Mid-Atlantic","",0.2925683,7.3636603,68.4237518,1.8964844,0.215076923,1.799000025,1.0790108,-0.750849838,66.03773585,0.633492823,0.201913876,0.848439156,0.262860058,9070.614984,30419.21931,36707476.5,5,-7,5,-6,-6,8,-4,3,9,-8,-7,-2,5,-2,-5,-13,16,6,-7,7,6,"High","High","High","High-High-High"
"358",358,20402050504,"Delaware","DE","Mid-Atlantic","",0.6369215,25.615715,35.026207,2.4164245,0.307787611,1.799000025,0.695635671,-0.504977778,25,0.53765324,0.056042032,0.65626306,0.04617108,6236.673879,24931.6573,25238923.74,6,-10,2,-6,-9,8,-3,6,4,-7,-3,-2,2,-12,-10,-11,10,4,-5,4,4,"Low","Low","Low","Low-Low-Low"
"359",359,20402050505,"Delaware","DE","Mid-Atlantic","",0.3447292,19.7644958,55.368084,0.3365781,0.21380531,1.799092351,42.24753938,-0.709421633,41.30434783,0.632653061,0.230397422,0.971505831,0.266011802,9128.189854,39522.87926,36940473.73,5,-9,3,-4,-5,8,-10,3,6,-8,-7,-3,6,-14,-8,-12,6,5,-6,3,3,"Low","High","Low","Low-High-Low"
"360",360,20402050602,"Delaware","DE","Mid-Atlantic","",0.0341421,22.6825962,51.014904,0,0.3,1.846515409,74.41509608,-0.922158267,58.82352941,0.611111111,0.266666667,1.043440516,0.651982294,7042.081321,31725.51101,28498292.02,2,-9,3,-1,-9,8,-10,1,8,-8,-8,-3,8,-15,-8,-17,10,5,-8,4,3,"Low","High","Low","Low-High-Low"
"361",361,20402050701,"Delaware","DE","Mid-Atlantic","",0.6829811,18.966732,46.843853,1.0570824,0.207121212,1.787860853,25.76095538,-0.626665183,31.03448276,0.660277594,0.439524124,1.403743419,0.114739687,7075.172621,25680.487,28632207.76,7,-9,2,-5,-5,8,-9,5,5,-8,-9,-4,3,-20,-9,-14,2,4,-7,1,2,"Low","High","Low","Low-High-Low"
"362",362,20402050702,"Delaware","DE","Mid-Atlantic","",0.9493113,12.7329283,49.0613785,15.8876648,0.23625,1.780540552,22.82553194,-0.450644211,37.03703704,0.608982283,0.31025958,0.90047946,0.081053069,9577.864322,27045.07792,38760241.74,7,-8,3,-9,-7,8,-8,7,5,-7,-8,-2,3,-17,-9,-14,6,4,-7,3,3,"Low","High","Low","Low-High-Low"
"363",363,20402050703,"Delaware","DE","Mid-Atlantic","",1.1303797,10.6431341,50.6710091,20.3788319,0.202666667,1.793359896,16.88837405,-0.743957795,21.05263158,0.436348752,0.167826443,1.335934487,0.052990095,8842.71327,30083.67971,35785190.99,8,-8,3,-9,-5,8,-8,3,4,-6,-6,-4,2,-20,-10,-9,-1,4,-4,1,2,"Low","Low","Low","Low-Low-Low"
"364",364,20402050704,"Delaware","DE","Mid-Atlantic","",0.293387,3.5056314,89.1460876,1.6431845,0.210588235,1.803281647,8.896211093,-0.683391613,47.61904762,0.426923077,0.203846154,1.770106999,1.243358743,6871.22789,37086.07069,27806872.72,5,-6,7,-6,-5,8,-7,4,7,-6,-7,-5,9,4,-5,-10,18,6,-5,8,7,"High","Low","High","High-Low-High"
"365",365,20402050705,"Delaware","DE","Mid-Atlantic","",0.8483556,3.2597454,58.9647102,29.1674709,0.232622517,1.770481584,39.11762537,-0.504499396,51.09489051,0.601412852,0.16193452,1.166025333,0.12962114,26048.78744,66572.30817,105415702.8,7,-6,3,-10,-6,8,-9,6,7,-7,-6,-3,4,-12,-9,-11,8,4,-5,3,4,"Low","Low","Low","Low-Low-Low"
"366",366,20402050801,"Delaware","DE","Mid-Atlantic","",0.7767336,1.5970843,45.5371742,46.5594978,0.288098859,1.908980749,4.608288296,-0.312979854,47.6744186,0.633404794,0.378093939,0.696471758,0.148316917,8648.857879,28493.29018,35000686.05,7,-4,2,-10,-9,8,-6,8,7,-8,-9,-2,4,-11,-7,-18,14,5,-9,6,4,"Low","High","High","Low-High-High"
"367",367,20402050802,"Delaware","DE","Mid-Atlantic","",1.4979241,3.0168495,36.4960938,50.4957771,0.198430421,1.924373616,0.044603577,-0.03888922,45.07042254,0.745406438,0.075701896,1.660905539,0.057256907,31258.66662,60221.19839,126499335.8,9,-5,2,-10,-5,8,-2,9,6,-9,-3,-5,2,-2,-9,-9,16,4,-4,7,6,"Low","Low","High","Low-Low-High"
"368",368,20402050803,"Delaware","DE","Mid-Atlantic","DEL, DE",2.7687759,0.2530329,38.0767059,61.1420975,0.21574048,1.936204245,0.04381564,-0.153425055,52.5,0.609177041,0.036906467,1.336515488,0.049664328,24519.55691,66654.44813,99227126.37,10,-2,2,-10,-6,8,-2,9,7,-7,-2,-4,2,6,-4,-7,17,7,-3,7,8,"High","Low","High","High-Low-High"
"369",369,20402060101,"New Jersey","NJ","Mid-Atlantic","",0.0153846,1.6562322,92.5455551,2.3636045,0.142847222,1.853015137,1.368447942,-0.764596434,46.15384615,0.666666667,0.060606061,2.421052504,3.105850485,9373.983654,35081.06545,37935165.95,2,-4,8,-6,-3,8,-4,2,6,-8,-3,-7,9,7,-7,-6,20,5,-2,8,8,"Low","Low","High","Low-Low-High"
"370",370,20402060102,"New Jersey","NJ","Mid-Atlantic","",0.1556697,0.6167696,65.777153,32.4651871,0.227235772,1.846236372,0.414556685,-0.64962639,23.52941176,0.901898734,0.319620253,1.675138119,1.016764063,27532.20588,69666.08826,111418884.2,4,-3,4,-10,-6,8,-3,4,4,-10,-8,-5,8,-6,-10,-16,20,4,-8,8,5,"Low","High","High","Low-High-High"
"371",371,20402060103,"New Jersey","NJ","Mid-Atlantic","",0.0932402,4.8467932,78.3359451,4.9357004,0.115151515,1.852332529,61.25608994,-0.957188275,37.6344086,0.743954481,0.526315789,1.703703186,0.839116918,12457.96803,37375.83549,50415607.92,3,-6,6,-7,-2,8,-10,1,5,-9,-10,-5,8,-15,-9,-13,7,4,-7,3,3,"Low","High","Low","Low-High-Low"
"372",372,20402060104,"New Jersey","NJ","Mid-Atlantic","",0.2253521,0.9693466,34.5624428,62.2614555,0.275922747,1.823705288,6.551826552,-0.746044565,35,0.827586207,0.54789272,2.610169377,1.510536094,10464.98995,37115.0305,42350311.8,4,-4,2,-10,-8,8,-6,3,5,-9,-10,-7,9,-17,-15,-19,17,2,-10,7,3,"Low","High","High","Low-High-High"
"373",373,20402060105,"New Jersey","NJ","Mid-Atlantic","",3.225234,2.3204951,72.7293015,16.945858,0.211777778,1.830600698,22.61110341,-0.403482966,54.38596491,0.154084935,0.034938247,0.987836376,0.103878138,14225.21381,35865.778,57567397.88,10,-5,5,-9,-5,8,-8,7,7,-3,-2,-3,3,4,-2,-2,8,7,-1,3,7,"High","Low","Low","High-Low-Low"
"374",374,20402060106,"New Jersey","NJ","Mid-Atlantic","",1.1566349,5.2770042,50.1849327,34.7401543,0.245714286,1.829355933,4.270481509,-0.184252946,37.11790393,0.525430756,0.178752419,1.776084104,0.260116605,28330.54427,64028.94227,114649645,8,-7,3,-10,-7,8,-5,9,5,-7,-6,-5,5,-6,-11,-12,16,3,-6,7,5,"Low","High","High","Low-High-High"
"375",375,20402060201,"New Jersey","NJ","Mid-Atlantic","",0.3257576,1.4882506,68.0705338,25.3443127,0.202891566,1.833984286,1.513600826,-0.486459286,53.06122449,0.867142857,0.265714286,1.966292245,0.35551124,22394.28825,52772.51062,90626469.22,5,-4,4,-9,-5,8,-4,6,7,-10,-8,-6,6,-6,-10,-15,19,4,-8,8,5,"Low","High","High","Low-High-High"
"376",376,20402060202,"New Jersey","NJ","Mid-Atlantic","",0.4578358,1.8654727,36.116066,58.7232552,0.218876812,1.870896357,2.564219017,-0.193107666,68.04123711,0.683144246,0.171393841,2.424981382,0.554985485,8074.323514,27497.63719,32675627.97,6,-5,2,-10,-6,8,-5,9,9,-8,-6,-7,7,-2,-14,-12,24,2,-6,9,6,"Low","High","High","Low-High-High"
"377",377,20402060203,"New Jersey","NJ","Mid-Atlantic","",1.9800696,1.1268219,54.5608597,41.6110077,0.178638298,1.899185178,1.063859949,-0.026522486,59.39393939,0.672366221,0.305560201,1.804063545,0.133120329,16055.83564,44636.78031,64975661.58,9,-4,3,-10,-4,8,-4,10,8,-8,-8,-5,4,1,-7,-12,20,5,-6,8,6,"Low","High","High","Low-High-High"
"378",378,20402060302,"New Jersey","NJ","Mid-Atlantic","",1.2701981,5.807301,52.2989655,33.242878,0.14996875,1.954999924,4.193110785,-0.385938318,62,0.900086133,0.482342808,3.054063645,0.118931597,23716.62539,45340.07749,95977777.77,8,-7,3,-10,-3,8,-5,7,8,-10,-9,-7,3,-14,-13,-14,14,3,-7,6,3,"Low","High","High","Low-High-High"
"379",379,20402060303,"New Jersey","NJ","Mid-Atlantic","",1.8240242,1.0347816,42.76408,54.4992638,0.172101266,1.955026236,0.489478522,-0.125406337,71.55963303,0.795572917,0.07201087,1.778750794,0.117919899,15373.6733,41831.02121,62215048.54,9,-4,2,-10,-4,8,-3,9,9,-9,-3,-5,3,4,-8,-8,20,5,-3,8,7,"Low","Low","High","Low-Low-High"
"380",380,20402060503,"New Jersey","NJ","Mid-Atlantic","",0.0060479,3.2447317,86.1796036,1.4396247,0.127050611,1.951394746,1.110319503,-0.491226778,53.57142857,0.80239521,0.05988024,3.35130302,0.701037134,25084.76371,63195.072,101514437.1,2,-6,7,-5,-3,8,-4,6,7,-9,-3,-8,8,6,-10,-7,23,4,-3,9,8,"Low","Low","High","Low-Low-High"
"381",381,20402060504,"New Jersey","NJ","Mid-Atlantic","",0.1246458,3.042922,81.3595047,2.1610367,0.143723404,1.950999975,4.707404081,-0.579553732,60,0.983333333,0.066666667,11.85543483,0.240146325,12455.47971,36134.78665,50405538.06,4,-5,6,-6,-3,8,-6,5,8,-10,-3,-9,5,-4,-10,-8,14,4,-3,6,5,"Low","Low","High","Low-Low-High"
"382",382,20402060505,"New Jersey","NJ","Mid-Atlantic","",0.2284451,0.814064,91.8851013,5.9684777,0.0990301,1.950999975,4.99650351,-0.497071012,47.27272727,0.966580977,0.020565553,4.620709094,0.314430761,16178.09845,49721.7707,65470441.62,4,-3,8,-7,-2,8,-6,6,6,-10,-2,-8,6,3,-6,-6,15,6,-2,6,7,"High","Low","High","High-Low-High"
"383",383,20402060506,"New Jersey","NJ","Mid-Atlantic","",0.2819787,2.0285809,84.1086044,8.6249762,0.13255814,1.951465711,1.8342426,-0.376092414,66.66666667,0.885744235,0.059748428,1.789277824,0.298923833,23167.30965,58532.19497,93754775.84,5,-5,7,-8,-3,8,-4,7,9,-10,-3,-5,6,8,-6,-8,22,6,-3,9,8,"High","Low","High","High-Low-High"
"384",384,20402060507,"New Jersey","NJ","Mid-Atlantic","",1.5485435,4.9334702,73.3130341,10.1712723,0.113890785,1.952085503,2.819131117,-0.28761721,55.12820513,0.719923871,0.092407092,3.621954841,0.149538241,31439.35512,75644.64972,127230556.2,9,-6,5,-8,-2,8,-5,8,8,-8,-4,-8,4,2,-8,-6,16,5,-2,7,7,"Low","Low","High","Low-Low-High"
"385",385,20402060601,"New Jersey","NJ","Mid-Atlantic","",0.1435323,0.0275995,67.7398529,32.1761513,0.186593407,1.982913433,0,-0.140412404,68.29268293,0.90052356,0.036649215,2.757523005,0.762519316,10115.67881,33634.7018,40936699.74,4,-2,4,-10,-4,8,-1,9,9,-10,-2,-7,8,14,-11,-8,32,3,-3,10,9,"Low","Low","High","Low-Low-High"
"386",386,20402060602,"New Jersey","NJ","Mid-Atlantic","",3.3124261,4.155695,62.7818527,26.5890675,0.151198347,1.97736915,2.081421794,-0.089283822,53.44827586,0.6144427,0.083830455,5.229285883,0.021542847,31521.56433,77539.71361,127563245.1,10,-6,4,-9,-3,8,-4,9,7,-8,-4,-9,1,-5,-10,-7,12,4,-3,5,5,"Low","Low","Low","Low-Low-Low"
"387",387,20402060603,"New Jersey","NJ","Mid-Atlantic","",1.4280404,0.733297,48.511219,49.0818939,0.1749,1.964505625,0.082471081,-0.084595778,58.38926174,0.733101865,0.063672509,3.568055485,0.057428812,19899.00551,50321.14717,80528418.25,8,-3,3,-10,-4,8,-3,9,8,-9,-3,-8,2,-2,-10,-8,16,4,-3,7,6,"Low","Low","High","Low-Low-High"
"388",388,20402060604,"New Jersey","NJ","Mid-Atlantic","",2.0677309,3.0640204,57.6827431,32.3351479,0.138905325,1.983137023,0.432310085,-0.051064338,63.91752577,0.679701064,0.05851891,2.993396268,0.090359959,68895.98146,79778.43185,278812145,9,-5,3,-10,-3,8,-3,9,8,-8,-3,-7,3,2,-10,-6,18,4,-2,8,7,"Low","Low","High","Low-Low-High"
"389",389,20402060605,"New Jersey","NJ","Mid-Atlantic","",1.8868277,2.9086874,81.4030609,8.7204494,0.092418301,1.937831259,0.59311386,-0.14376457,48.80546075,0.783146934,0.083108369,5.503017029,0.114746065,104271.0283,98230.59946,421969880.5,9,-5,6,-8,-2,8,-3,9,7,-9,-4,-9,3,4,-7,-7,18,5,-3,8,7,"Low","Low","High","Low-Low-High"
